"zip","name","emp_nf","emp","qp1_nf","qp1","ap_nf","ap","est","city","stabbr","cty_name"
"55378","SAVAGE, MN","G",9538,"G",134502,"G",556954,767,"SAVAGE","MN","SCOTT"
"55379","SHAKOPEE, MN","G",33236,"G",491080,"G",2094661,1134,"SHAKOPEE","MN","SCOTT"
"55381","SILVER LAKE, MN","H",160,"H",1242,"H",5744,37,"SILVER LAKE","MN","MCLEOD"
"55382","SOUTH HAVEN, MN","G",250,"H",2999,"H",14466,59,"SOUTH HAVEN","MN","WRIGHT"
"55384","SPRING PARK, MN","H",657,"H",8271,"H",38620,80,"SPRING PARK","MN","HENNEPIN"
"55385","STEWART, MN","H",263,"H",4865,"H",20111,18,"STEWART","MN","MCLEOD"
"55386","VICTORIA, MN","G",1538,"G",14180,"G",66007,193,"VICTORIA","MN","CARVER"
"55387","WACONIA, MN","G",7538,"H",85983,"H",389576,452,"WACONIA","MN","CARVER"
"55388","WATERTOWN, MN","G",759,"G",7473,"G",36915,154,"WATERTOWN","MN","CARVER"
"55389","WATKINS, MN","G",514,"G",5271,"G",26555,63,"WATKINS","MN","MEEKER"
"55390","WAVERLY, MN","G",292,"G",2706,"G",11600,65,"WAVERLY","MN","WRIGHT"
"55391","WAYZATA, MN","G",9688,"G",222389,"G",837755,958,"WAYZATA","MN","HENNEPIN"
"55395","WINSTED, MN","G",1979,"G",30261,"G",125163,78,"WINSTED","MN","MCLEOD"
"55396","WINTHROP, MN","G",580,"G",7445,"G",31227,58,"WINTHROP","MN","SIBLEY"
"55397","YOUNG AMERICA, MN","G",257,"G",2935,"G",15340,40,"YOUNG AMERICA","MN","CARVER"
"55398","ZIMMERMAN, MN","G",1847,"G",15109,"G",67334,338,"ZIMMERMAN","MN","SHERBURNE"
"55401","MINNEAPOLIS, MN","G",29135,"G",878614,"G",3167016,979,"MINNEAPOLIS","MN","HENNEPIN"
"55402","MINNEAPOLIS, MN","H",60010,"G",2654714,"G",8974433,1414,"MINNEAPOLIS","MN","HENNEPIN"
"55403","MINNEAPOLIS, MN","G",17278,"G",321079,"G",1458143,581,"MINNEAPOLIS","MN","HENNEPIN"
"55404","MINNEAPOLIS, MN","G",21111,"G",308451,"G",1271777,702,"MINNEAPOLIS","MN","HENNEPIN"
"55405","MINNEAPOLIS, MN","G",6349,"G",85252,"G",361439,519,"MINNEAPOLIS","MN","HENNEPIN"
"55406","MINNEAPOLIS, MN","G",10296,"G",102687,"G",436787,812,"MINNEAPOLIS","MN","HENNEPIN"
"55407","MINNEAPOLIS, MN","H",18174,"H",382500,"H",1409874,823,"MINNEAPOLIS","MN","HENNEPIN"
"55408","MINNEAPOLIS, MN","G",11562,"G",109955,"G",457478,1012,"MINNEAPOLIS","MN","HENNEPIN"
"55409","MINNEAPOLIS, MN","G",2667,"H",25957,"H",109270,271,"MINNEAPOLIS","MN","HENNEPIN"
"55410","MINNEAPOLIS, MN","G",3024,"G",36708,"G",153332,548,"MINNEAPOLIS","MN","HENNEPIN"
"55411","MINNEAPOLIS, MN","G",8397,"G",126194,"G",509894,489,"MINNEAPOLIS","MN","HENNEPIN"
"55412","MINNEAPOLIS, MN","G",2296,"G",26756,"G",108204,214,"MINNEAPOLIS","MN","HENNEPIN"
"55413","MINNEAPOLIS, MN","G",23557,"G",461958,"G",1797460,936,"MINNEAPOLIS","MN","HENNEPIN"
"55414","MINNEAPOLIS, MN","G",17277,"H",263337,"H",1117871,763,"MINNEAPOLIS","MN","HENNEPIN"
"55415","MINNEAPOLIS, MN","G",21698,"G",742162,"G",2298571,369,"MINNEAPOLIS","MN","HENNEPIN"
"55416","MINNEAPOLIS, MN","G",37530,"G",1095168,"G",3877682,1559,"MINNEAPOLIS","MN","HENNEPIN"
"55417","MINNEAPOLIS, MN","H",6210,"J",122789,"J",482605,353,"MINNEAPOLIS","MN","HENNEPIN"
"55418","MINNEAPOLIS, MN","G",8919,"G",104887,"G",424101,725,"MINNEAPOLIS","MN","HENNEPIN"
"55419","MINNEAPOLIS, MN","G",5773,"G",70341,"G",293072,623,"MINNEAPOLIS","MN","HENNEPIN"
"55420","MINNEAPOLIS, MN","G",17188,"G",327024,"G",1189991,781,"MINNEAPOLIS","MN","HENNEPIN"
"55421","MINNEAPOLIS, MN","G",12441,"G",168397,"G",677274,656,"MINNEAPOLIS","MN","ANOKA"
"55422","MINNEAPOLIS, MN","H",24742,"H",640260,"H",2156568,752,"MINNEAPOLIS","MN","HENNEPIN"
"55423","MINNEAPOLIS, MN","H",41759,"H",542079,"H",1823181,828,"MINNEAPOLIS","MN","HENNEPIN"
"55424","MINNEAPOLIS, MN","G",2200,"G",29793,"G",133237,332,"MINNEAPOLIS","MN","HENNEPIN"
"55425","MINNEAPOLIS, MN","G",23779,"G",363741,"G",1409481,812,"MINNEAPOLIS","MN","HENNEPIN"
"55426","MINNEAPOLIS, MN","G",22964,"G",542224,"G",2194776,834,"MINNEAPOLIS","MN","HENNEPIN"
"55427","MINNEAPOLIS, MN","H",18431,"G",239454,"G",999943,746,"MINNEAPOLIS","MN","HENNEPIN"
"55428","MINNEAPOLIS, MN","G",16675,"G",260558,"G",1136394,859,"MINNEAPOLIS","MN","HENNEPIN"
"55429","MINNEAPOLIS, MN","G",7029,"G",99000,"G",391157,456,"MINNEAPOLIS","MN","HENNEPIN"
"55430","MINNEAPOLIS, MN","G",9400,"H",116125,"H",458862,471,"MINNEAPOLIS","MN","HENNEPIN"
"55431","MINNEAPOLIS, MN","G",19272,"G",398049,"G",1570394,784,"MINNEAPOLIS","MN","HENNEPIN"
"55432","MINNEAPOLIS, MN","G",21163,"G",380086,"G",1677164,923,"MINNEAPOLIS","MN","ANOKA"
"55433","MINNEAPOLIS, MN","G",17716,"G",289677,"G",1126109,746,"MINNEAPOLIS","MN","ANOKA"
"55434","MINNEAPOLIS, MN","G",7250,"G",64374,"G",281565,609,"MINNEAPOLIS","MN","ANOKA"
"55435","MINNEAPOLIS, MN","G",35567,"G",718475,"G",2912343,1312,"MINNEAPOLIS","MN","HENNEPIN"
"55436","MINNEAPOLIS, MN","G",3900,"G",75668,"H",308294,388,"MINNEAPOLIS","MN","HENNEPIN"
"55437","MINNEAPOLIS, MN","H",18395,"H",574612,"H",1909127,555,"MINNEAPOLIS","MN","HENNEPIN"
"55438","MINNEAPOLIS, MN","G",5681,"G",108455,"G",393350,287,"MINNEAPOLIS","MN","HENNEPIN"
"55439","MINNEAPOLIS, MN","G",12400,"G",271575,"G",1087832,738,"MINNEAPOLIS","MN","HENNEPIN"
"55440","MINNEAPOLIS, MN","H",1050,"H",41003,"H",130910,9,"MINNEAPOLIS","MN","HENNEPIN"
"55441","MINNEAPOLIS, MN","G",22190,"G",628837,"G",1987580,868,"MINNEAPOLIS","MN","HENNEPIN"
"55442","MINNEAPOLIS, MN","G",14497,"H",347474,"G",1291735,310,"MINNEAPOLIS","MN","HENNEPIN"
"55443","MINNEAPOLIS, MN","G",7374,"H",78307,"H",322057,581,"MINNEAPOLIS","MN","HENNEPIN"
"55444","MINNEAPOLIS, MN","G",976,"G",12058,"G",48871,166,"MINNEAPOLIS","MN","HENNEPIN"
"55445","MINNEAPOLIS, MN","H",22820,"H",437850,"H",1866063,443,"MINNEAPOLIS","MN","HENNEPIN"
"55446","MINNEAPOLIS, MN","G",4208,"G",68032,"G",286327,451,"MINNEAPOLIS","MN","HENNEPIN"
"55447","MINNEAPOLIS, MN","G",18615,"G",398089,"G",1642841,883,"MINNEAPOLIS","MN","HENNEPIN"
"55448","MINNEAPOLIS, MN","G",7809,"G",77312,"G",326143,561,"MINNEAPOLIS","MN","ANOKA"
"55449","MINNEAPOLIS, MN","G",15290,"G",215405,"G",913369,1031,"MINNEAPOLIS","MN","ANOKA"
"55450","MINNEAPOLIS, MN","J",7916,"H",127541,"J",513070,70,"MINNEAPOLIS","MN","HENNEPIN"
"55454","MINNEAPOLIS, MN","J",10282,"J",209073,"J",875284,172,"MINNEAPOLIS","MN","HENNEPIN"
"55455","MINNEAPOLIS, MN","H",4971,"H",68432,"H",304353,41,"MINNEAPOLIS","MN","HENNEPIN"
"55458","MINNEAPOLIS, MN","J",10,"G",56,"G",406,5,"MINNEAPOLIS","MN","HENNEPIN"
"55467","MINNEAPOLIS, MN","J",2431,"J",84660,"J",219694,10,"MINNEAPOLIS","MN","HENNEPIN"
"55472","MINNEAPOLIS, MN","J",34,"J",447,"J",1851,3,"MINNEAPOLIS","MN","HENNEPIN"
"55474","MINNEAPOLIS, MN","J",1680,"J",114871,"J",204276,21,"MINNEAPOLIS","MN","HENNEPIN"
"55480","MINNEAPOLIS, MN","J",1117,"J",32511,"J",140913,4,"MINNEAPOLIS","MN","HENNEPIN"
"55601","BEAVER BAY, MN","J",131,"J",864,"J",3511,13,"BEAVER BAY","MN","LAKE"
"55602","BRIMSON, MN","J",19,"H",75,"H",477,4,"BRIMSON","MN","ST. LOUIS"
"55603","FINLAND, MN","H",244,"H",1838,"H",8092,25,"FINLAND","MN","LAKE"
"55604","GRAND MARAIS, MN","G",1168,"G",11183,"G",54261,209,"GRAND MARAIS","MN","COOK"
"55605","GRAND PORTAGE, MN","J",115,"J",1134,"J",4742,8,"GRAND PORTAGE","MN","COOK"
"55606","HOVLAND, MN","J",7,"J",76,"J",533,7,"HOVLAND","MN","COOK"
"55607","ISABELLA, MN","H",23,"J",221,"J",728,5,"ISABELLA","MN","LAKE"
"55609","KNIFE RIVER, MN","G",102,"H",825,"H",3932,10,"KNIFE RIVER","MN","LAKE"
"55612","LUTSEN, MN","H",422,"H",4477,"H",16573,37,"LUTSEN","MN","COOK"
"55613","SCHROEDER, MN","G",60,"H",1178,"H",4989,11,"SCHROEDER","MN","COOK"
"55614","SILVER BAY, MN","H",376,"H",6271,"H",26264,53,"SILVER BAY","MN","LAKE"
"55615","TOFTE, MN","H",193,"H",1904,"H",8327,20,"TOFTE","MN","COOK"
"55616","TWO HARBORS, MN","H",2374,"H",24272,"H",101802,205,"TWO HARBORS","MN","LAKE"
"55702","ALBORN, MN","G",24,"J",177,"J",774,8,"ALBORN","MN","ST. LOUIS"
"55703","ANGORA, MN","G",122,"G",1511,"J",15854,15,"ANGORA","MN","ST. LOUIS"
"55704","ASKOV, MN","H",154,"H",1210,"G",5409,26,"ASKOV","MN","PINE"
"55705","AURORA, MN","G",338,"G",4801,"G",19110,56,"AURORA","MN","ST. LOUIS"
"55706","BABBITT, MN","H",545,"H",3829,"J",35915,39,"BABBITT","MN","ST. LOUIS"
"55707","BARNUM, MN","G",287,"G",2294,"G",11095,56,"BARNUM","MN","CARLTON"
"55708","BIWABIK, MN","J",393,"H",2479,"H",9288,23,"BIWABIK","MN","ST. LOUIS"
"55709","BOVEY, MN","G",323,"G",2474,"G",13200,52,"BOVEY","MN","ITASCA"
"55710","BRITT, MN","H",44,"G",192,"G",1213,18,"BRITT","MN","ST. LOUIS"
"55711","BROOKSTON, MN","H",149,"J",1323,"J",5893,13,"BROOKSTON","MN","ST. LOUIS"
"55712","BRUNO, MN","H",92,"J",1175,"J",5023,4,"BRUNO","MN","PINE"
"55713","BUHL, MN","G",300,"H",5620,"H",21499,15,"BUHL","MN","ST. LOUIS"
"55716","CALUMET, MN","G",15,"G",98,"H",318,3,"CALUMET","MN","ITASCA"
"55717","CANYON, MN","J",16,"G",116,"H",696,6,"CANYON","MN","ST. LOUIS"
"55718","CARLTON, MN","G",621,"H",8152,"H",45913,62,"CARLTON","MN","CARLTON"
"55719","CHISHOLM, MN","G",883,"G",7797,"G",30378,92,"CHISHOLM","MN","ST. LOUIS"
"55720","CLOQUET, MN","H",5570,"H",75172,"H",309599,398,"CLOQUET","MN","CARLTON"
"55721","COHASSET, MN","G",701,"G",11543,"G",47097,69,"COHASSET","MN","ITASCA"
"55722","COLERAINE, MN","J",138,"G",1491,"G",6369,31,"COLERAINE","MN","ITASCA"
"55723","COOK, MN","G",636,"G",6138,"G",29391,102,"COOK","MN","ST. LOUIS"
"55724","COTTON, MN","G",68,"G",474,"G",2761,12,"COTTON","MN","ST. LOUIS"
"55725","CRANE LAKE, MN","G",59,"H",329,"H",2314,16,"CRANE LAKE","MN","ST. LOUIS"
"55726","CROMWELL, MN","H",157,"G",1240,"G",5127,22,"CROMWELL","MN","CARLTON"
"55731","ELY, MN","G",1449,"G",13767,"G",64158,252,"ELY","MN","ST. LOUIS"
"55732","EMBARRASS, MN","G",32,"G",188,"H",1514,16,"EMBARRASS","MN","ST. LOUIS"
"55733","ESKO, MN","G",458,"H",5131,"G",21416,69,"ESKO","MN","CARLTON"
"55734","EVELETH, MN","H",1600,"H",24608,"H",98780,109,"EVELETH","MN","ST. LOUIS"
"55735","FINLAYSON, MN","H",156,"H",1470,"H",6327,26,"FINLAYSON","MN","PINE"
"55736","FLOODWOOD, MN","J",226,"H",2140,"H",8036,41,"FLOODWOOD","MN","ST. LOUIS"
"55738","FORBES, MN","J",11,"G",42,"H",250,4,"FORBES","MN","ST. LOUIS"
"55741","GILBERT, MN","G",375,"G",3897,"G",18652,39,"GILBERT","MN","ST. LOUIS"
"55742","GOODLAND, MN","H",28,"J",134,"J",577,4,"GOODLAND","MN","ITASCA"
"55744","GRAND RAPIDS, MN","G",9515,"G",106644,"G",470363,733,"GRAND RAPIDS","MN","ITASCA"
"55746","HIBBING, MN","G",7576,"H",94523,"H",397271,440,"HIBBING","MN","ST. LOUIS"
"55748","HILL CITY, MN","G",150,"G",872,"G",3689,28,"HILL CITY","MN","AITKIN"
"55749","HOLYOKE, MN","J",8,"G",27,"G",100,3,"HOLYOKE","MN","CARLTON"
"55750","HOYT LAKES, MN","H",205,"H",6931,"G",26411,24,"HOYT LAKES","MN","ST. LOUIS"
"55751","IRON, MN","H",57,"H",666,"H",3954,14,"IRON","MN","ST. LOUIS"
"55752","JACOBSON, MN","G",4,"G",7,"J",58,4,"JACOBSON","MN","ITASCA"
"55753","KEEWATIN, MN","H",559,"H",17303,"H",60104,15,"KEEWATIN","MN","ITASCA"
"55756","KERRICK, MN","J",49,"J",235,"H",1155,11,"KERRICK","MN","PINE"
"55757","KETTLE RIVER, MN","J",60,"J",1164,"J",4580,10,"KETTLE RIVER","MN","CARLTON"
"55760","MCGREGOR, MN","H",926,"H",11140,"H",42607,97,"MCGREGOR","MN","AITKIN"
"55763","MAKINEN, MN","G",20,"H",175,"H",748,6,"MAKINEN","MN","ST. LOUIS"
"55764","MARBLE, MN","J",19,"H",123,"H",519,7,"MARBLE","MN","ITASCA"
"55765","MEADOWLANDS, MN","H",65,"G",631,"G",2906,15,"MEADOWLANDS","MN","ST. LOUIS"
"55767","MOOSE LAKE, MN","H",1207,"H",11624,"H",47275,106,"MOOSE LAKE","MN","CARLTON"
"55768","MOUNTAIN IRON, MN","G",2452,"H",66969,"H",225965,52,"MOUNTAIN IRON","MN","ST. LOUIS"
"55769","NASHWAUK, MN","G",265,"G",3153,"G",14319,35,"NASHWAUK","MN","ITASCA"
"55771","ORR, MN","G",138,"G",982,"G",5181,53,"ORR","MN","ST. LOUIS"
"55775","PENGILLY, MN","J",59,"J",424,"J",3178,14,"PENGILLY","MN","ITASCA"
"55779","SAGINAW, MN","H",302,"G",3573,"G",17937,63,"SAGINAW","MN","ST. LOUIS"
"55780","SAWYER, MN","H",64,"H",568,"H",3191,6,"SAWYER","MN","CARLTON"
"55781","SIDE LAKE, MN","J",37,"J",141,"J",865,7,"SIDE LAKE","MN","ST. LOUIS"
"55782","SOUDAN, MN","J",1,"J",9,"H",69,3,"SOUDAN","MN","ST. LOUIS"
"55783","STURGEON LAKE, MN","G",199,"G",1490,"G",8426,43,"STURGEON LAKE","MN","PINE"
"55785","SWATARA, MN","J",18,"H",130,"H",479,4,"SWATARA","MN","CASS"
"55787","TAMARACK, MN","J",99,"J",1738,"J",7697,6,"TAMARACK","MN","AITKIN"
"55790","TOWER, MN","H",621,"H",5279,"H",23648,63,"TOWER","MN","ST. LOUIS"
"55792","VIRGINIA, MN","G",5698,"H",67271,"G",287795,391,"VIRGINIA","MN","ST. LOUIS"
"55793","WARBA, MN","G",11,"H",95,"H",2253,3,"WARBA","MN","ITASCA"
"55795","WILLOW RIVER, MN","H",137,"H",1454,"G",8692,29,"WILLOW RIVER","MN","PINE"
"55796","WINTON, MN","J",3,"H",35,"H",170,4,"WINTON","MN","ST. LOUIS"
"55797","WRENSHALL, MN","H",84,"H",984,"H",4854,13,"WRENSHALL","MN","CARLTON"
"55798","WRIGHT, MN","J",36,"J",262,"J",1239,13,"WRIGHT","MN","CARLTON"
"55801","DULUTH, MN","J",177,"J",2835,"J",11640,3,"DULUTH","MN","ST. LOUIS"
"55802","DULUTH, MN","G",13276,"G",193501,"G",780369,670,"DULUTH","MN","ST. LOUIS"
"55803","DULUTH, MN","G",2768,"G",24890,"G",120840,298,"DULUTH","MN","ST. LOUIS"
"55804","DULUTH, MN","G",1760,"G",16257,"G",73484,225,"DULUTH","MN","ST. LOUIS"
"55805","DULUTH, MN","J",10385,"J",220547,"J",860805,203,"DULUTH","MN","ST. LOUIS"
"55806","DULUTH, MN","G",2898,"G",32945,"G",137903,269,"DULUTH","MN","ST. LOUIS"
"55807","DULUTH, MN","G",5055,"G",64802,"H",303488,301,"DULUTH","MN","ST. LOUIS"
"55808","DULUTH, MN","H",539,"H",6912,"H",31630,62,"DULUTH","MN","ST. LOUIS"
"55810","DULUTH, MN","H",1326,"G",17608,"G",73554,146,"DULUTH","MN","ST. LOUIS"
"55811","DULUTH, MN","G",18759,"H",222257,"H",855754,953,"DULUTH","MN","ST. LOUIS"
"55812","DULUTH, MN","G",2119,"G",17591,"G",73107,183,"DULUTH","MN","ST. LOUIS"
"55816","DULUTH, MN","J",48,"H",1602,"H",4879,4,"DULUTH","MN","ST. LOUIS"
"55901","ROCHESTER, MN","H",71202,"H",1535719,"H",6417490,1376,"ROCHESTER","MN","OLMSTED"
"55902","ROCHESTER, MN","G",13104,"G",148391,"H",656517,701,"ROCHESTER","MN","OLMSTED"
"55903","ROCHESTER, MN","G",1139,"G",22228,"H",94953,36,"ROCHESTER","MN","OLMSTED"
"55904","ROCHESTER, MN","G",11749,"G",137732,"G",564074,668,"ROCHESTER","MN","OLMSTED"
"55905","ROCHESTER, MN","J",659,"J",8200,"J",28914,7,"ROCHESTER","MN","OLMSTED"
"55906","ROCHESTER, MN","G",4188,"G",43452,"G",180641,407,"ROCHESTER","MN","OLMSTED"
"55909","ADAMS, MN","G",219,"G",2029,"G",9862,39,"ADAMS","MN","MOWER"
"55910","ALTURA, MN","G",110,"H",801,"H",3495,27,"ALTURA","MN","WINONA"
"55912","AUSTIN, MN","G",12285,"H",152593,"H",651136,573,"AUSTIN","MN","MOWER"
"55917","BLOOMING PRAIRIE, MN","H",818,"H",7441,"G",31464,107,"BLOOMING PRAIRIE","MN","STEELE"
"55918","BROWNSDALE, MN","H",216,"J",2710,"J",12959,18,"BROWNSDALE","MN","MOWER"
"55919","BROWNSVILLE, MN","J",197,"J",1522,"H",6900,16,"BROWNSVILLE","MN","HOUSTON"
"55920","BYRON, MN","G",1452,"H",15288,"G",70884,166,"BYRON","MN","OLMSTED"
"55921","CALEDONIA, MN","G",1575,"H",19687,"H",93198,126,"CALEDONIA","MN","HOUSTON"
"55922","CANTON, MN","H",34,"G",377,"H",1738,13,"CANTON","MN","FILLMORE"
"55923","CHATFIELD, MN","G",1146,"G",12242,"G",52640,117,"CHATFIELD","MN","FILLMORE"
"55924","CLAREMONT, MN","H",143,"H",3682,"H",11613,20,"CLAREMONT","MN","DODGE"
"55925","DAKOTA, MN","H",154,"H",810,"H",3669,15,"DAKOTA","MN","WINONA"
"55926","DEXTER, MN","H",84,"H",1081,"H",4416,20,"DEXTER","MN","MOWER"
"55927","DODGE CENTER, MN","H",2410,"J",34568,"J",166635,94,"DODGE CENTER","MN","DODGE"
"55929","DOVER, MN","H",77,"H",567,"H",2878,20,"DOVER","MN","OLMSTED"
"55931","EITZEN, MN","G",54,"H",646,"G",3070,10,"EITZEN","MN","HOUSTON"
"55932","ELGIN, MN","G",289,"G",2596,"G",13191,57,"ELGIN","MN","WABASHA"
"55933","ELKTON, MN","G",9,"G",27,"H",163,5,"ELKTON","MN","MOWER"
"55934","EYOTA, MN","G",404,"H",4451,"G",20969,63,"EYOTA","MN","OLMSTED"
"55935","FOUNTAIN, MN","H",168,"H",1426,"H",5593,21,"FOUNTAIN","MN","FILLMORE"
"55936","GRAND MEADOW, MN","H",612,"G",7687,"G",31383,41,"GRAND MEADOW","MN","MOWER"
"55939","HARMONY, MN","H",515,"H",5328,"G",26449,63,"HARMONY","MN","FILLMORE"
"55940","HAYFIELD, MN","G",455,"H",4346,"H",18380,49,"HAYFIELD","MN","DODGE"
"55941","HOKAH, MN","G",107,"H",1221,"G",4712,22,"HOKAH","MN","HOUSTON"
"55943","HOUSTON, MN","H",498,"H",5477,"H",22405,64,"HOUSTON","MN","HOUSTON"
"55944","KASSON, MN","G",994,"G",9969,"H",47786,156,"KASSON","MN","DODGE"
"55945","KELLOGG, MN","J",141,"H",849,"H",4509,31,"KELLOGG","MN","WABASHA"
"55946","KENYON, MN","H",551,"H",4799,"H",18589,74,"KENYON","MN","GOODHUE"
"55947","LA CRESCENT, MN","G",1341,"G",11632,"G",51496,122,"LA CRESCENT","MN","HOUSTON"
"55949","LANESBORO, MN","H",330,"G",2460,"G",11536,65,"LANESBORO","MN","FILLMORE"
"55951","LE ROY, MN","G",277,"G",2312,"G",10287,48,"LE ROY","MN","MOWER"
"55952","LEWISTON, MN","H",675,"H",6460,"H",26731,47,"LEWISTON","MN","WINONA"
"55953","LYLE, MN","H",64,"G",428,"G",2205,14,"LYLE","MN","MOWER"
"55954","MABEL, MN","H",222,"H",1974,"H",10507,33,"MABEL","MN","FILLMORE"
"55955","MANTORVILLE, MN","G",258,"G",1954,"G",9245,59,"MANTORVILLE","MN","DODGE"
"55956","MAZEPPA, MN","H",135,"G",895,"G",3869,33,"MAZEPPA","MN","WABASHA"
"55957","MILLVILLE, MN","G",38,"H",332,"G",1608,13,"MILLVILLE","MN","WABASHA"
"55959","MINNESOTA CITY, MN","G",307,"G",2779,"G",12661,38,"MINNESOTA CITY","MN","WINONA"
"55960","ORONOCO, MN","G",525,"H",7464,"G",32072,69,"ORONOCO","MN","OLMSTED"
"55961","OSTRANDER, MN","H",64,"G",631,"G",2774,7,"OSTRANDER","MN","FILLMORE"
"55962","PETERSON, MN","J",50,"H",286,"H",1365,10,"PETERSON","MN","FILLMORE"
"55963","PINE ISLAND, MN","G",1063,"G",13402,"G",58905,105,"PINE ISLAND","MN","GOODHUE"
"55964","PLAINVIEW, MN","G",1285,"G",15215,"G",62858,137,"PLAINVIEW","MN","WABASHA"
"55965","PRESTON, MN","G",724,"G",7942,"G",31982,93,"PRESTON","MN","FILLMORE"
"55967","RACINE, MN","J",69,"H",575,"H",2639,17,"RACINE","MN","MOWER"
"55969","ROLLINGSTONE, MN","H",103,"H",896,"H",4389,27,"ROLLINGSTONE","MN","WINONA"
"55970","ROSE CREEK, MN","J",73,"G",808,"G",3944,14,"ROSE CREEK","MN","MOWER"
"55971","RUSHFORD, MN","G",833,"G",8399,"G",36043,72,"RUSHFORD","MN","FILLMORE"
"55972","SAINT CHARLES, MN","G",848,"G",7710,"G",31689,95,"SAINT CHARLES","MN","WINONA"
"55973","SARGEANT, MN","G",33,"H",792,"G",2278,6,"SARGEANT","MN","MOWER"
"55974","SPRING GROVE, MN","G",623,"G",5964,"G",25876,47,"SPRING GROVE","MN","HOUSTON"
"55975","SPRING VALLEY, MN","G",833,"G",8091,"G",34489,116,"SPRING VALLEY","MN","FILLMORE"
"55976","STEWARTVILLE, MN","G",2301,"G",25996,"G",105156,165,"STEWARTVILLE","MN","OLMSTED"
"55977","TAOPI, MN","J",17,"G",172,"G",1101,3,"TAOPI","MN","MOWER"
"55979","UTICA, MN","H",72,"G",792,"H",3360,22,"UTICA","MN","WINONA"
"55981","WABASHA, MN","H",1406,"G",11214,"G",57360,123,"WABASHA","MN","WABASHA"
"55982","WALTHAM, MN","J",19,"H",239,"H",1078,6,"WALTHAM","MN","MOWER"
"55983","WANAMINGO, MN","G",609,"G",8533,"G",28546,51,"WANAMINGO","MN","GOODHUE"
"55985","WEST CONCORD, MN","J",502,"J",9851,"J",39878,37,"WEST CONCORD","MN","DODGE"
"55987","WINONA, MN","G",21538,"H",267286,"H",1061899,853,"WINONA","MN","WINONA"
"55990","WYKOFF, MN","J",63,"H",530,"G",2163,19,"WYKOFF","MN","FILLMORE"
"55991","ZUMBRO FALLS, MN","H",177,"H",1080,"H",5552,36,"ZUMBRO FALLS","MN","WABASHA"
"55992","ZUMBROTA, MN","G",1504,"G",15942,"G",67227,140,"ZUMBROTA","MN","GOODHUE"
"56001","MANKATO, MN","G",32189,"G",390906,"G",1617837,1568,"MANKATO","MN","BLUE EARTH"
"56002","MANKATO, MN","H",1194,"J",21422,"J",84592,37,"MANKATO","MN","BLUE EARTH"
"56003","MANKATO, MN","H",7029,"H",99000,"H",404688,312,"MANKATO","MN","NICOLLET"
"56007","ALBERT LEA, MN","G",9889,"G",116978,"G",499912,588,"ALBERT LEA","MN","FREEBORN"
"56009","ALDEN, MN","H",197,"H",2077,"H",8742,27,"ALDEN","MN","FREEBORN"
"56010","AMBOY, MN","H",182,"H",1307,"H",5777,27,"AMBOY","MN","BLUE EARTH"
"56011","BELLE PLAINE, MN","G",2016,"G",19620,"G",86638,228,"BELLE PLAINE","MN","SCOTT"
"56013","BLUE EARTH, MN","G",1932,"G",23516,"G",97027,162,"BLUE EARTH","MN","FARIBAULT"
"56014","BRICELYN, MN","H",32,"J",276,"H",1278,10,"BRICELYN","MN","FARIBAULT"
"56016","CLARKS GROVE, MN","H",169,"H",3153,"H",12209,21,"CLARKS GROVE","MN","FREEBORN"
"56017","CLEVELAND, MN","G",134,"H",830,"H",4020,24,"CLEVELAND","MN","LE SUEUR"
"56019","COMFREY, MN","G",109,"H",849,"H",4000,20,"COMFREY","MN","BROWN"
"56020","CONGER, MN","J",38,"J",237,"H",1079,7,"CONGER","MN","FREEBORN"
"56021","COURTLAND, MN","G",194,"G",1937,"G",9275,23,"COURTLAND","MN","NICOLLET"
"56022","DARFUR, MN","G",14,"G",123,"G",573,6,"DARFUR","MN","WATONWAN"
"56023","DELAVAN, MN","H",39,"J",284,"H",1279,11,"DELAVAN","MN","FARIBAULT"
"56024","EAGLE LAKE, MN","J",313,"H",2497,"H",11141,45,"EAGLE LAKE","MN","BLUE EARTH"
"56025","EASTON, MN","J",37,"H",412,"H",2838,12,"EASTON","MN","FARIBAULT"
"56026","ELLENDALE, MN","G",205,"H",1764,"H",8581,35,"ELLENDALE","MN","STEELE"
"56027","ELMORE, MN","H",37,"H",317,"G",1646,13,"ELMORE","MN","FARIBAULT"
"56028","ELYSIAN, MN","G",170,"G",1955,"G",9808,35,"ELYSIAN","MN","LE SUEUR"
"56029","EMMONS, MN","J",23,"J",103,"H",458,6,"EMMONS","MN","FREEBORN"
"56031","FAIRMONT, MN","G",6057,"G",77000,"G",343809,408,"FAIRMONT","MN","MARTIN"
"56032","FREEBORN, MN","H",52,"H",536,"H",2496,6,"FREEBORN","MN","FREEBORN"
"56033","FROST, MN","H",33,"G",233,"G",1301,11,"FROST","MN","FARIBAULT"
"56034","GARDEN CITY, MN","J",105,"J",1055,"J",4459,11,"GARDEN CITY","MN","BLUE EARTH"
"56035","GENEVA, MN","H",112,"H",1063,"H",4116,14,"GENEVA","MN","FREEBORN"
"56036","GLENVILLE, MN","H",98,"H",832,"H",3453,21,"GLENVILLE","MN","FREEBORN"
"56037","GOOD THUNDER, MN","H",117,"G",762,"G",4270,30,"GOOD THUNDER","MN","BLUE EARTH"
